date,day_of_week,resting_hr,total_steps,total_sleep,sleep_hours,deep_ratio,rem_ratio,sleep_deficit,sleep_start_time,wake_time,sleep_midpoint,sleep_start_hour,wake_hour,avg_hr_day,hr_std_day,hr_deviation,stress_index,activity_load,is_weekend,mood_score,productivity_score
2016-04-05,1,,12846,77.0,1.28,0.25,0.19,403.0,2016-04-05 23:10:00,2016-04-06 00:27:00,23:48:30,23.0,0.0,,,,,0.56,0,,
2016-04-05,1,,8359,135.0,2.25,0.25,0.19,345.0,2016-04-05 04:18:30,2016-04-05 06:33:30,05:26:00,4.0,6.0,,,,,0.35,0,,
2016-04-05,1,56.0,12084,61.0,1.02,0.25,0.19,419.0,2016-04-05 13:05:00,2016-04-05 14:06:00,13:35:30,13.0,14.0,86.2,15.74,30.2,0.2761,0.45,0,,
2016-04-05,1,40.0,8964,1092.0,18.2,0.25,0.19,-612.0,2016-04-05 05:41:00,2016-04-05 23:53:00,14:47:00,5.0,23.0,65.38,23.94,25.38,0.584,0.5,0,,
2016-04-05,1,57.0,6799,,,0.25,0.19,,,,,,,78.98,13.75,21.98,0.2371,0.28,0,,
2016-04-05,1,,17167,,,0.25,0.19,,,,,,,,,,,0.49,0,,
2016-04-05,1,,2063,,,0.25,0.19,,,,,,,,,,,0.63,0,,
2016-04-05,1,,12303,113.0,1.88,0.25,0.19,367.0,2016-04-05 00:27:30,2016-04-05 02:20:30,01:24:00,0.0,2.0,,,,,0.43,0,,
2016-04-05,1,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-05,1,54.0,10114,154.0,2.57,0.25,0.19,326.0,2016-04-05 23:30:00,2016-04-06 02:04:00,00:47:00,23.0,2.0,75.66,13.05,21.66,0.2373,0.34,0,,
2016-04-05,1,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-05,1,,14844,113.0,1.88,0.25,0.19,367.0,2016-04-05 03:22:30,2016-04-05 05:15:30,04:19:00,3.0,5.0,,,,,0.48,0,,
2016-04-05,1,,6835,,,0.25,0.19,,,,,,,,,,,0.26,0,,
2016-04-05,1,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-05,1,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-05,1,48.0,2332,111.0,1.85,0.25,0.19,369.0,2016-04-05 07:09:00,2016-04-05 09:00:00,08:04:30,7.0,9.0,70.72,11.26,22.72,0.2298,0.13,0,,
2016-04-05,1,,5645,225.0,3.75,0.25,0.19,255.0,2016-04-05 00:40:00,2016-04-05 04:25:00,02:32:30,0.0,4.0,,,,,0.25,0,,
2016-04-05,1,,4931,,,0.25,0.19,,,,,,,,,,,0.18,0,,
2016-04-05,1,,8432,,,0.25,0.19,,,,,,,,,,,0.37,0,,
2016-04-05,1,50.0,11306,71.0,1.18,0.25,0.19,409.0,2016-04-05 02:54:30,2016-04-05 04:05:30,03:30:00,2.0,4.0,71.24,17.67,21.24,0.3465,0.39,0,,
2016-04-05,1,61.0,9348,,,0.25,0.19,,,,,,,108.23,12.31,47.23,0.1985,0.67,0,,
2016-04-05,1,55.0,9910,58.0,0.97,0.25,0.19,422.0,2016-04-05 22:56:30,2016-04-05 23:54:30,23:25:30,22.0,23.0,85.91,12.02,30.91,0.2147,0.38,0,,
2016-04-05,1,,6670,73.0,1.22,0.25,0.19,407.0,2016-04-05 22:42:30,2016-04-05 23:55:30,23:19:00,22.0,23.0,,,,,0.28,0,,
2016-04-05,1,,1335,,,0.25,0.19,,,,,,,,,,,0.07,0,,
2016-04-05,1,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-05,1,54.0,6880,,,0.25,0.19,,,,,,,89.67,8.5,35.67,0.1545,0.22,0,,
2016-04-05,1,,2234,121.0,2.02,0.25,0.19,359.0,2016-04-05 01:24:00,2016-04-05 03:25:00,02:24:30,1.0,3.0,,,,,0.11,0,,
2016-04-05,1,,7478,163.0,2.72,0.25,0.19,317.0,2016-04-05 22:31:00,2016-04-06 01:14:00,23:52:30,22.0,1.0,,,,,0.27,0,,
2016-04-05,1,51.0,10695,,,0.25,0.19,,,,,,,70.21,11.2,19.21,0.2154,0.28,0,,
2016-04-05,1,,9921,,,0.25,0.19,,,,,,,,,,,0.3,0,,
2016-04-05,1,53.0,10805,,,0.25,0.19,,,,,,,83.47,16.89,30.47,0.3127,0.48,0,,
2016-04-05,1,63.0,9766,,,0.25,0.19,,,,,,,85.43,9.16,22.43,0.1432,0.31,0,,
2016-04-05,1,55.0,12010,101.0,1.68,0.25,0.19,379.0,2016-04-05 02:33:00,2016-04-05 04:14:00,03:23:30,2.0,4.0,81.97,23.42,26.97,0.4183,0.44,0,,
2016-04-06,2,,1931,,,0.25,0.19,,,,,,,,,,,0.09,0,,
2016-04-06,2,,7352,191.0,3.18,0.25,0.19,289.0,2016-04-06 22:59:00,2016-04-07 02:10:00,00:34:30,22.0,2.0,,,,,0.21,0,,
2016-04-06,2,54.0,12409,246.0,4.1,0.25,0.19,234.0,2016-04-06 01:53:00,2016-04-06 05:59:00,03:56:00,1.0,5.0,84.82,13.54,30.82,0.2461,0.49,0,,
2016-04-06,2,,11974,,,0.25,0.19,,,,,,,,,,,0.33,0,,
2016-04-06,2,,6406,,,0.25,0.19,,,,,,,,,,,0.38,0,,
2016-04-06,2,,16435,,,0.25,0.19,,,,,,,,,,,0.52,0,,
2016-04-06,2,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-06,2,,6999,,,0.25,0.19,,,,,,,,,,,0.32,0,,
2016-04-06,2,56.0,5668,,,0.25,0.19,,,,,,,77.69,9.36,21.69,0.1642,0.26,0,,
2016-04-06,2,,3180,121.0,2.02,0.25,0.19,359.0,2016-04-06 03:34:00,2016-04-06 05:35:00,04:34:30,3.0,5.0,,,,,0.18,0,,
2016-04-06,2,,8046,,,0.25,0.19,,,,,,,,,,,0.27,0,,
2016-04-06,2,56.0,12480,945.0,15.75,0.25,0.19,-465.0,2016-04-06 08:01:00,2016-04-06 23:46:00,15:53:30,8.0,23.0,79.87,18.85,23.87,0.3306,0.47,0,,
2016-04-06,2,,9124,101.0,1.68,0.25,0.19,379.0,2016-04-06 02:38:00,2016-04-06 04:19:00,03:28:30,2.0,4.0,,,,,0.41,0,,
2016-04-06,2,,18,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-06,2,,1259,160.0,2.67,0.25,0.19,320.0,2016-04-06 00:24:30,2016-04-06 03:04:30,01:44:30,0.0,3.0,,,,,0.07,0,,
2016-04-06,2,51.0,12252,119.0,1.98,0.25,0.19,361.0,2016-04-06 23:25:00,2016-04-07 01:24:00,00:24:30,23.0,1.0,66.3,9.3,15.3,0.1788,0.38,0,,
2016-04-06,2,62.0,11761,1002.0,16.7,0.25,0.19,-522.0,2016-04-06 08:05:00,2016-04-07 00:47:00,16:26:00,8.0,0.0,97.38,14.85,35.38,0.2358,0.57,0,,
2016-04-06,2,,7,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-06,2,56.0,7476,7003.0,116.72,0.25,0.19,-6523.0,2016-04-06 06:48:00,2016-04-11 03:31:00,17:09:30,6.0,3.0,82.47,11.71,26.47,0.2055,0.26,0,,
2016-04-06,2,70.0,165,,,0.25,0.19,,,,,,,79.92,8.05,9.92,0.1134,0.01,0,,
2016-04-06,2,,1004,,,0.25,0.19,,,,,,,,,,,0.06,0,,
2016-04-06,2,56.0,15392,,,0.25,0.19,,,,,,,82.72,18.08,26.72,0.3172,0.48,0,,
2016-04-06,2,,7350,,,0.25,0.19,,,,,,,,,,,0.38,0,,
2016-04-06,2,51.0,24136,,,0.25,0.19,,,,,,,87.86,32.27,36.86,0.6205,0.61,0,,
2016-04-06,2,,10946,132.0,2.2,0.25,0.19,348.0,2016-04-06 01:02:00,2016-04-06 03:14:00,02:08:00,1.0,3.0,,,,,0.43,0,,
2016-04-06,2,61.0,13513,,,0.25,0.19,,,,,,,90.68,13.5,29.68,0.2177,0.48,0,,
2016-04-06,2,,7605,246.0,4.1,0.25,0.19,234.0,2016-04-06 22:21:00,2016-04-07 02:27:00,00:24:00,22.0,2.0,,,,,0.27,0,,
2016-04-06,2,40.0,11080,107.0,1.78,0.25,0.19,373.0,2016-04-06 01:32:00,2016-04-06 03:19:00,02:25:30,1.0,3.0,70.7,19.86,30.7,0.4844,0.54,0,,
2016-04-06,2,49.0,2121,117.0,1.95,0.25,0.19,363.0,2016-04-06 04:59:30,2016-04-06 06:56:30,05:58:00,4.0,6.0,77.19,10.75,28.19,0.215,0.12,0,,
2016-04-06,2,,6911,1163.0,19.38,0.25,0.19,-683.0,2016-04-06 10:20:30,2016-04-07 05:43:30,20:02:00,10.0,5.0,,,,,0.3,0,,
2016-04-06,2,,2098,,,0.25,0.19,,,,,,,,,,,0.11,0,,
2016-04-06,2,,15425,78.0,1.3,0.25,0.19,402.0,2016-04-06 05:38:30,2016-04-06 06:56:30,06:17:30,5.0,6.0,,,,,0.49,0,,
2016-04-06,2,51.0,11107,75.0,1.25,0.25,0.19,405.0,2016-04-06 05:30:00,2016-04-06 06:45:00,06:07:30,5.0,6.0,74.52,12.18,23.52,0.2343,0.33,0,,
2016-04-07,3,,17078,,,0.25,0.19,,,,,,,,,,,0.5,0,,
2016-04-07,3,42.0,4499,274.0,4.57,0.25,0.19,206.0,2016-04-07 23:55:30,2016-04-08 04:29:30,02:12:30,23.0,4.0,60.58,14.73,18.58,0.3427,0.26,0,,
2016-04-07,3,55.0,4853,261.0,4.35,0.25,0.19,219.0,2016-04-07 00:12:00,2016-04-07 04:33:00,02:22:30,0.0,4.0,78.63,13.53,23.63,0.2415,0.16,0,,
2016-04-07,3,,6667,143.0,2.38,0.25,0.19,337.0,2016-04-07 05:45:30,2016-04-07 08:08:30,06:57:00,5.0,8.0,,,,,0.28,0,,
2016-04-07,3,58.0,14100,13114.0,218.56,0.25,0.19,-12634.0,2016-04-07 12:44:00,2016-04-16 15:17:30,02:00:45,12.0,15.0,87.81,17.23,29.81,0.2921,0.51,0,,
2016-04-07,3,,6344,,,0.25,0.19,,,,,,,,,,,0.29,0,,
2016-04-07,3,,768,,,0.25,0.19,,,,,,,,,,,0.04,0,,
2016-04-07,3,,6585,100.0,1.67,0.25,0.19,380.0,2016-04-07 04:09:00,2016-04-07 05:49:00,04:59:00,4.0,5.0,,,,,0.21,0,,
2016-04-07,3,,2816,,,0.25,0.19,,,,,,,,,,,0.14,0,,
2016-04-07,3,,7392,,,0.25,0.19,,,,,,,,,,,0.39,0,,
2016-04-07,3,,9725,959.0,15.98,0.25,0.19,-479.0,2016-04-07 03:41:00,2016-04-07 19:40:00,11:40:30,3.0,19.0,,,,,0.45,0,,
2016-04-07,3,56.0,6581,,,0.25,0.19,,,,,,,87.96,9.17,31.96,0.1608,0.26,0,,
2016-04-07,3,53.0,10320,91.0,1.52,0.25,0.19,389.0,2016-04-07 22:50:00,2016-04-08 00:21:00,23:35:30,22.0,0.0,86.97,15.03,33.97,0.2784,0.42,0,,
2016-04-07,3,,9353,,,0.25,0.19,,,,,,,,,,,0.41,0,,
2016-04-07,3,,1846,,,0.25,0.19,,,,,,,,,,,0.09,0,,
2016-04-07,3,,11166,,,0.25,0.19,,,,,,,,,,,0.36,0,,
2016-04-07,3,51.0,1291,73.0,1.22,0.25,0.19,407.0,2016-04-07 03:31:00,2016-04-07 04:44:00,04:07:30,3.0,4.0,77.59,10.58,26.59,0.2035,0.08,0,,
2016-04-07,3,52.0,15444,49.0,0.82,0.25,0.19,431.0,2016-04-07 03:08:00,2016-04-07 03:57:00,03:32:30,3.0,3.0,72.8,16.74,20.8,0.3158,0.47,0,,
2016-04-07,3,51.0,10910,,,0.25,0.19,,,,,,,73.67,17.22,22.67,0.3312,0.33,0,,
2016-04-07,3,,4,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-07,3,,1111,,,0.25,0.19,,,,,,,,,,,0.05,0,,
2016-04-07,3,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-07,3,,8422,58.0,0.97,0.25,0.19,422.0,2016-04-07 03:28:00,2016-04-07 04:26:00,03:57:00,3.0,4.0,,,,,0.3,0,,
2016-04-07,3,,2767,171.0,2.85,0.25,0.19,309.0,2016-04-07 01:24:00,2016-04-07 04:15:00,02:49:30,1.0,4.0,,,,,0.17,0,,
2016-04-07,3,59.0,13987,211.0,3.52,0.25,0.19,269.0,2016-04-07 03:00:00,2016-04-07 06:31:00,04:45:30,3.0,6.0,94.91,17.15,35.91,0.2859,0.62,0,,
2016-04-07,3,54.0,7998,,,0.25,0.19,,,,,,,91.64,18.78,37.64,0.3414,0.4,0,,
2016-04-07,3,,9130,150.0,2.5,0.25,0.19,330.0,2016-04-07 01:49:30,2016-04-07 04:19:30,03:04:30,1.0,4.0,,,,,0.35,0,,
2016-04-07,3,,14604,930.0,15.5,0.25,0.19,-450.0,2016-04-07 06:45:00,2016-04-07 22:15:00,14:30:00,6.0,22.0,,,,,0.42,0,,
2016-04-07,3,57.0,13417,243.0,4.05,0.25,0.19,237.0,2016-04-07 23:40:00,2016-04-08 03:43:00,01:41:30,23.0,3.0,84.83,23.11,27.83,0.3985,0.45,0,,
2016-04-07,3,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-07,3,,10198,,,0.25,0.19,,,,,,,,,,,0.29,0,,
2016-04-07,3,,5181,,,0.25,0.19,,,,,,,,,,,0.18,0,,
2016-04-07,3,57.0,18247,,,0.25,0.19,,,,,,,90.85,20.45,33.85,0.3526,0.59,0,,
2016-04-08,4,,11693,,,0.25,0.19,,,,,,,,,,,0.34,0,,
2016-04-08,4,,5551,,,0.25,0.19,,,,,,,,,,,0.28,0,,
2016-04-08,4,,5316,,,0.25,0.19,,,,,,,,,,,0.22,0,,
2016-04-08,4,52.0,8955,,,0.25,0.19,,,,,,,89.27,10.87,37.27,0.2051,0.42,0,,
2016-04-08,4,55.0,13023,,,0.25,0.19,,,,,,,81.79,16.15,26.79,0.2884,0.44,0,,
2016-04-08,4,62.0,10480,,,0.25,0.19,,,,,,,93.82,9.87,31.82,0.1567,0.36,0,,
2016-04-08,4,47.0,1467,137.0,2.28,0.25,0.19,343.0,2016-04-08 03:34:00,2016-04-08 05:51:00,04:42:30,3.0,5.0,77.31,11.59,30.31,0.2414,0.09,0,,
2016-04-08,4,52.0,23014,,,0.25,0.19,,,,,,,91.7,32.4,39.7,0.6114,0.63,0,,
2016-04-08,4,,1408,,,0.25,0.19,,,,,,,,,,,0.08,0,,
2016-04-08,4,,6544,,,0.25,0.19,,,,,,,,,,,0.3,0,,
2016-04-08,4,,12521,,,0.25,0.19,,,,,,,,,,,0.39,0,,
2016-04-08,4,,519,,,0.25,0.19,,,,,,,,,,,0.03,0,,
2016-04-08,4,,8426,,,0.25,0.19,,,,,,,,,,,0.27,0,,
2016-04-08,4,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-08,4,49.0,0,,,0.25,0.19,,,,,,,67.44,13.52,18.44,0.2704,0.0,0,,
2016-04-08,4,55.0,10209,95.0,1.58,0.25,0.19,385.0,2016-04-08 04:29:00,2016-04-08 06:04:00,05:16:30,4.0,6.0,75.92,11.27,20.92,0.2013,0.33,0,,
2016-04-08,4,,6344,,,0.25,0.19,,,,,,,,,,,0.14,0,,
2016-04-08,4,50.0,9938,1138.0,18.98,0.25,0.19,-659.0,2016-04-08 06:24:30,2016-04-09 01:23:00,15:53:45,6.0,1.0,70.01,17.55,20.01,0.3442,0.36,0,,
2016-04-08,4,53.0,14400,1269.0,21.15,0.25,0.19,-789.0,2016-04-08 03:45:00,2016-04-09 00:54:00,14:19:30,3.0,0.0,79.15,14.05,26.15,0.2601,0.43,0,,
2016-04-08,4,,10226,93.0,1.55,0.25,0.19,387.0,2016-04-08 00:18:30,2016-04-08 01:51:30,01:05:00,0.0,1.0,,,,,0.38,0,,
2016-04-08,4,,7157,,,0.25,0.19,,,,,,,,,,,0.38,0,,
2016-04-08,4,44.0,4363,79.0,1.32,0.25,0.19,401.0,2016-04-08 21:46:30,2016-04-08 23:05:30,22:26:00,21.0,23.0,56.75,12.5,12.75,0.2777,0.18,0,,
2016-04-08,4,,5543,954.0,15.91,0.25,0.19,-474.0,2016-04-08 10:31:30,2016-04-09 02:26:00,18:28:45,10.0,2.0,,,,,0.27,0,,
2016-04-08,4,,12026,,,0.25,0.19,,,,,,,,,,,0.32,0,,
2016-04-08,4,,3417,,,0.25,0.19,,,,,,,,,,,0.15,0,,
2016-04-08,4,,8350,60.0,1.0,0.25,0.19,420.0,2016-04-08 02:46:00,2016-04-08 03:46:00,03:16:00,2.0,3.0,,,,,0.4,0,,
2016-04-08,4,56.0,4195,,,0.25,0.19,,,,,,,73.37,8.36,17.37,0.1467,0.24,0,,
2016-04-08,4,,7842,,,0.25,0.19,,,,,,,,,,,0.27,0,,
2016-04-08,4,70.0,4131,,,0.25,0.19,,,,,,,97.79,13.3,27.79,0.1873,0.22,0,,
2016-04-08,4,,3762,208.0,3.47,0.25,0.19,272.0,2016-04-08 01:22:00,2016-04-08 04:50:00,03:06:00,1.0,4.0,,,,,0.17,0,,
2016-04-08,4,66.0,12627,,,0.25,0.19,,,,,,,93.87,13.16,27.87,0.1964,0.51,0,,
2016-04-08,4,,9634,137.0,2.28,0.25,0.19,343.0,2016-04-08 02:18:00,2016-04-08 04:35:00,03:26:30,2.0,4.0,,,,,0.39,0,,
2016-04-08,4,,8184,71.0,1.18,0.25,0.19,409.0,2016-04-08 04:25:00,2016-04-08 05:36:00,05:00:30,4.0,5.0,,,,,0.28,0,,
2016-04-09,5,63.0,10345,,,0.25,0.19,,,,,,,90.09,10.7,27.09,0.1673,0.38,1,,
2016-04-09,5,,11159,,,0.25,0.19,,,,,,,,,,,0.31,1,,
2016-04-09,5,43.0,10494,938.0,15.64,0.25,0.19,-459.0,2016-04-09 06:05:30,2016-04-09 21:44:00,13:54:45,6.0,21.0,66.61,21.57,23.61,0.4902,0.63,1,,
2016-04-09,5,,12432,137.0,2.28,0.25,0.19,343.0,2016-04-09 03:55:00,2016-04-09 06:12:00,05:03:30,3.0,6.0,,,,,0.37,1,,
2016-04-09,5,,14103,,,0.25,0.19,,,,,,,,,,,0.44,1,,
2016-04-09,5,,14583,60.0,1.0,0.25,0.19,420.0,2016-04-09 02:22:00,2016-04-09 03:22:00,02:52:00,2.0,3.0,,,,,0.43,1,,
2016-04-09,5,,1650,,,0.25,0.19,,,,,,,,,,,0.06,1,,
2016-04-09,5,49.0,7734,,,0.25,0.19,,,,,,,96.14,10.08,47.14,0.2017,0.31,1,,
2016-04-09,5,59.0,16081,38.0,0.63,0.25,0.19,442.0,2016-04-09 23:44:30,2016-04-10 00:22:30,00:03:30,23.0,0.0,86.63,11.65,27.63,0.1942,0.51,1,,
2016-04-09,5,,3572,,,0.25,0.19,,,,,,,,,,,0.12,1,,
2016-04-09,5,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-09,5,,2523,156.0,2.6,0.25,0.19,324.0,2016-04-09 23:27:00,2016-04-10 02:03:00,00:45:00,23.0,2.0,,,,,0.15,1,,
2016-04-09,5,50.0,4599,89.0,1.48,0.25,0.19,391.0,2016-04-09 05:11:00,2016-04-09 06:40:00,05:55:30,5.0,6.0,68.36,12.46,18.36,0.2443,0.18,1,,
2016-04-09,5,59.0,10789,8773.0,146.22,0.25,0.19,-8293.0,2016-04-09 22:36:00,2016-04-16 00:49:00,23:42:30,22.0,0.0,87.21,12.98,28.21,0.2164,0.51,1,,
2016-04-09,5,70.0,14,,,0.25,0.19,,,,,,,82.83,4.56,12.83,0.0642,0.0,1,,
2016-04-09,5,58.0,12495,1072.0,17.86,0.25,0.19,-592.0,2016-04-09 07:47:00,2016-04-10 01:38:30,16:42:45,7.0,1.0,87.78,17.91,29.78,0.3035,0.46,1,,
2016-04-09,5,,5360,,,0.25,0.19,,,,,,,,,,,0.23,1,,
2016-04-09,5,,4863,,,0.25,0.19,,,,,,,,,,,0.23,1,,
2016-04-09,5,,7338,192.0,3.2,0.25,0.19,288.0,2016-04-09 04:21:00,2016-04-09 07:33:00,05:57:00,4.0,7.0,,,,,0.3,1,,
2016-04-09,5,,14002,177.0,2.95,0.25,0.19,303.0,2016-04-09 01:50:00,2016-04-09 04:47:00,03:18:30,1.0,4.0,,,,,0.52,1,,
2016-04-09,5,,13840,,,0.25,0.19,,,,,,,,,,,0.41,1,,
2016-04-09,5,,2240,227.0,3.78,0.25,0.19,253.0,2016-04-09 18:42:00,2016-04-09 22:29:00,20:35:30,18.0,22.0,,,,,0.11,1,,
2016-04-09,5,55.0,5512,,,0.25,0.19,,,,,,,73.55,10.33,18.55,0.1845,0.28,1,,
2016-04-09,5,,3098,77.0,1.28,0.25,0.19,403.0,2016-04-09 03:42:00,2016-04-09 04:59:00,04:20:30,3.0,4.0,,,,,0.18,1,,
2016-04-09,5,,4979,77.0,1.28,0.25,0.19,403.0,2016-04-09 13:43:00,2016-04-09 15:00:00,14:21:30,13.0,15.0,,,,,0.18,1,,
2016-04-09,5,,8827,,,0.25,0.19,,,,,,,,,,,0.43,1,,
2016-04-09,5,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-09,5,45.0,1022,3401.0,56.68,0.25,0.19,-2921.0,2016-04-09 17:34:00,2016-04-12 02:15:00,21:54:30,17.0,2.0,73.25,11.01,28.25,0.2394,0.06,1,,
2016-04-09,5,49.0,16470,,,0.25,0.19,,,,,,,93.72,30.01,44.72,0.6002,0.58,1,,
2016-04-09,5,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-09,5,,4195,70.0,1.17,0.25,0.19,410.0,2016-04-09 10:34:00,2016-04-09 11:44:00,11:09:00,10.0,11.0,,,,,0.24,1,,
2016-04-09,5,55.0,16267,,,0.25,0.19,,,,,,,84.24,19.11,29.24,0.3413,0.47,1,,
2016-04-10,6,,5290,,,0.25,0.19,,,,,,,,,,,0.27,1,,
2016-04-10,6,,6556,247.0,4.12,0.25,0.19,233.0,2016-04-10 01:17:00,2016-04-10 05:24:00,03:20:30,1.0,5.0,,,,,0.3,1,,
2016-04-10,6,52.0,5594,64.0,1.07,0.25,0.19,416.0,2016-04-10 02:26:30,2016-04-10 03:30:30,02:58:30,2.0,3.0,63.71,6.98,11.71,0.1316,0.21,1,,
2016-04-10,6,,10057,205.0,3.42,0.25,0.19,275.0,2016-04-10 03:34:00,2016-04-10 06:59:00,05:16:30,3.0,6.0,,,,,0.33,1,,
2016-04-10,6,,6625,175.0,2.92,0.25,0.19,305.0,2016-04-10 06:33:00,2016-04-10 09:28:00,08:00:30,6.0,9.0,,,,,0.32,1,,
2016-04-10,6,,1329,,,0.25,0.19,,,,,,,,,,,0.04,1,,
2016-04-10,6,53.0,28497,,,0.25,0.19,,,,,,,109.82,40.48,56.82,0.7496,0.69,1,,
2016-04-10,6,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-10,6,61.0,10148,145.0,2.42,0.25,0.19,335.0,2016-04-10 01:40:30,2016-04-10 04:05:30,02:53:00,1.0,4.0,83.4,16.26,22.4,0.2623,0.38,1,,
2016-04-10,6,,2277,,,0.25,0.19,,,,,,,,,,,0.1,1,,
2016-04-10,6,,2545,,,0.25,0.19,,,,,,,,,,,0.13,1,,
2016-04-10,6,,11135,266.0,4.43,0.25,0.19,214.0,2016-04-10 00:23:00,2016-04-10 04:49:00,02:36:00,0.0,4.0,,,,,0.38,1,,
2016-04-10,6,,2631,81.0,1.35,0.25,0.19,399.0,2016-04-10 06:10:30,2016-04-10 07:31:30,06:51:00,6.0,7.0,,,,,0.12,1,,
2016-04-10,6,,5142,116.0,1.93,0.25,0.19,364.0,2016-04-10 02:51:00,2016-04-10 04:47:00,03:49:00,2.0,4.0,,,,,0.23,1,,
2016-04-10,6,36.0,9776,89.0,1.48,0.25,0.19,391.0,2016-04-10 02:08:30,2016-04-10 03:37:30,02:53:00,2.0,3.0,62.6,19.92,26.6,0.5385,0.47,1,,
2016-04-10,6,,4662,,,0.25,0.19,,,,,,,,,,,0.23,1,,
2016-04-10,6,,10118,,,0.25,0.19,,,,,,,,,,,0.33,1,,
2016-04-10,6,,3910,,,0.25,0.19,,,,,,,,,,,0.22,1,,
2016-04-10,6,50.0,10005,,,0.25,0.19,,,,,,,80.39,13.93,30.39,0.2731,0.39,1,,
2016-04-10,6,56.0,4605,,,0.25,0.19,,,,,,,82.51,11.35,26.51,0.1992,0.18,1,,
2016-04-10,6,,2105,100.0,1.67,0.25,0.19,380.0,2016-04-10 03:45:00,2016-04-10 05:25:00,04:35:00,3.0,5.0,,,,,0.14,1,,
2016-04-10,6,,0,,,0.25,0.19,,,,,,,,,,,0.06,1,,
2016-04-10,6,58.0,10078,132.0,2.2,0.25,0.19,348.0,2016-04-10 04:30:30,2016-04-10 06:42:30,05:36:30,4.0,6.0,80.27,13.95,22.27,0.2364,0.34,1,,
2016-04-10,6,,3434,,,0.25,0.19,,,,,,,,,,,0.12,1,,
2016-04-10,6,57.0,5129,,,0.25,0.19,,,,,,,89.34,11.85,32.34,0.2043,0.2,1,,
2016-04-10,6,,3573,50.0,0.83,0.25,0.19,430.0,2016-04-10 03:19:30,2016-04-10 04:09:30,03:44:30,3.0,4.0,,,,,0.16,1,,
2016-04-10,6,65.0,10146,,,0.25,0.19,,,,,,,91.08,11.03,26.08,0.1671,0.42,1,,
2016-04-10,6,50.0,6263,,,0.25,0.19,,,,,,,77.53,7.93,27.53,0.1555,0.29,1,,
2016-04-10,6,,569,318.0,5.3,0.25,0.19,162.0,2016-04-10 23:29:00,2016-04-11 04:47:00,02:08:00,23.0,4.0,,,,,0.03,1,,
2016-04-11,0,,6242,141.0,2.35,0.25,0.19,339.0,2016-04-11 22:17:30,2016-04-12 00:38:30,23:28:00,22.0,0.0,,,,,0.31,0,,
2016-04-11,0,,6499,120.0,2.0,0.25,0.19,360.0,2016-04-11 23:11:30,2016-04-12 01:11:30,00:11:30,23.0,1.0,,,,,0.21,0,,
2016-04-11,0,,5986,863.0,14.38,0.25,0.19,-383.0,2016-04-11 11:24:00,2016-04-12 01:47:00,18:35:30,11.0,1.0,,,,,0.27,0,,
2016-04-11,0,,3108,117.0,1.95,0.25,0.19,363.0,2016-04-11 04:19:00,2016-04-11 06:16:00,05:17:30,4.0,6.0,,,,,0.13,0,,
2016-04-11,0,60.0,8828,,,0.25,0.19,,,,,,,88.51,9.73,28.51,0.1594,0.31,0,,
2016-04-11,0,,10990,111.0,1.85,0.25,0.19,369.0,2016-04-11 05:04:00,2016-04-11 06:55:00,05:59:30,5.0,6.0,,,,,0.32,0,,
2016-04-11,0,48.0,11906,1072.0,17.88,0.25,0.19,-592.0,2016-04-11 05:19:30,2016-04-11 23:12:00,14:15:45,5.0,23.0,71.0,16.63,23.0,0.3395,0.38,0,,
2016-04-11,0,,8837,133.0,2.22,0.25,0.19,347.0,2016-04-11 01:48:00,2016-04-11 04:01:00,02:54:30,1.0,4.0,,,,,0.44,0,,
2016-04-11,0,58.0,12362,1077.0,17.95,0.25,0.19,-597.0,2016-04-11 06:26:30,2016-04-12 00:23:30,15:25:00,6.0,0.0,81.05,19.39,23.05,0.3287,0.44,0,,
2016-04-11,0,42.0,2862,1075.0,17.92,0.25,0.19,-595.0,2016-04-11 05:32:00,2016-04-11 23:27:00,14:29:30,5.0,23.0,64.76,20.36,22.76,0.4735,0.2,0,,
2016-04-11,0,,10000,,,0.25,0.19,,,,,,,,,,,0.17,0,,
2016-04-11,0,,1636,,,0.25,0.19,,,,,,,,,,,0.09,0,,
2016-04-11,0,,16064,,,0.25,0.19,,,,,,,,,,,0.46,0,,
